loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_plx
2060,Kepler-1296 b,Kepler-1296,b,1,1,Transit,2016,0,8.3839865,0.0896,0.91,0.081,0.693,0.00218,M-R relationship,0,399.01,1285,81.36,,5359,0.83,0.87,0.486,1551.54,0.616204
2061,Kepler-1297 b,Kepler-1297,b,1,1,Transit,2016,0,1.68189002,0.0283,0.97,0.087,0.871,0.00274,M-R relationship,0,2760.59,1790,84.06,,5818,0.99,0.99,0.302,1439.47,0.665904
2062,Kepler-1298 b,Kepler-1298,b,1,1,Transit,2016,0,7.12811928,0.082,1.31,0.117,2.27,0.00714,M-R relationship,0,1003.03,1373,88.82,,6339,2,1.45,0.84,544.163,1.80906
2063,Kepler-1299 b,Kepler-1299,b,1,1,Transit,2016,0,19.9400874,0.1357,2.98,0.266,9.17,0.0288,M-R relationship,0,45.15,588,87.53,,5609,0.91,0.94,-0.106,1404.94,0.683821
2064,Kepler-130 b,Kepler-130,b,2,3,Transit,2014,0,8.457458,0.079,1.02,0.091,1.04,0.00328,M-R relationship,0.15,221.73,982,88.36,,5884,1.13,0.96,0.198,316.663,3.12921
2065,Kepler-130 c,Kepler-130,c,2,3,Transit,2014,0,27.50868,0.178,2.9,0.259,8.75,0.0275,M-R relationship,0,46.01,683,89.34,,5879,1.17,1,0.155,316.663,3.12921
2066,Kepler-130 d,Kepler-130,d,2,3,Transit,2014,0,87.517905,0.377,1.64,0.146,3.33,0.0105,M-R relationship,0.8,9.83,451,89.16,,5884,1.13,0.96,0.198,316.663,3.12921
2067,Kepler-1300 b,Kepler-1300,b,1,1,Transit,2016,0,22.2419092,0.1655,1.37,0.122,2.45,0.00771,M-R relationship,0,149.41,954,85.08,,6130,1.79,1.29,0.636,777.025,1.25848
2068,Kepler-1301 b,Kepler-1301,b,1,1,Transit,2016,0,9.08237046,0.0815,1.4,0.125,2.54,0.008,M-R relationship,0,76.14,734,89.56,,5188,0.81,0.85,-0.346,854.28,1.14221
2069,Kepler-1302 b,Kepler-1302,b,1,1,Transit,2016,0,8.83922659,0.0795,1.43,0.128,2.63,0.00829,M-R relationship,0,58.34,778,86.88,,5236,0.82,0.86,-0.467,634.58,1.54718
2070,Kepler-1303 b,Kepler-1303,b,1,1,Transit,2016,0,7.56127224,0.0751,1.42,0.127,2.6,0.00819,M-R relationship,0,182.38,891,89.27,,5771,1,1.01,-0.002,897.783,1.08546
2071,Kepler-1304 b,Kepler-1304,b,1,1,Transit,2016,0,16.1288853,0.1202,2.29,0.204,5.86,0.0184,M-R relationship,0,61.87,715,81.65,,5259,0.81,0.85,0.639,2176.08,0.429857
2072,Kepler-1305 b,Kepler-1305,b,1,1,Transit,2016,0,13.5630972,0.1109,1.88,0.168,4.19,0.0132,M-R relationship,0,103.51,733,87.13,,5701,0.96,0.97,0.084,1575.23,0.607504
2073,Kepler-1306 b,Kepler-1306,b,1,1,Transit,2016,0,16.29595382,0.123,1.91,0.17,4.31,0.0136,M-R relationship,0,52.15,678,89.79,,5727,0.97,0.98,-0.063,1107.5,0.874581
2074,Kepler-1307 b,Kepler-1307,b,1,1,Transit,2016,0,18.01621096,0.1369,2.47,0.22,6.66,0.021,M-R relationship,0,41.19,768,89.96,,5884,1.08,1.06,-0.205,1014.62,0.957395
2075,Kepler-1308 b,Kepler-1308,b,1,1,Transit,2016,0,2.10433812,0.025,0.52,0.046,0.0933,0.00029,M-R relationship,0,58.11,662,83.39,,3468,0.34,0.35,-1.503,112.705,8.84392
2076,Kepler-1309 b,Kepler-1309,b,1,1,Transit,2016,0,28.8432647,0.1679,2.37,0.211,6.21,0.0195,M-R relationship,0,13.77,491,88.43,,5235,0.8,0.85,-0.603,845,1.0401481
2077,Kepler-131 b,Kepler-131,b,1,2,Transit,2014,0,16.092,0.1238,2.41,0.215,16.13,0.051,Mass,0,66.12,718,89.14,,5685,1.03,1.02,0.022,228.678,4.34425
2078,Kepler-131 c,Kepler-131,c,1,2,Transit,2014,0,25.5169,0.1684,0.84,0.075,8.25,0.026,Mass,0,35.74,615,89.53,,5685,1.03,1.02,0.022,228.678,4.34425
2079,Kepler-1310 b,Kepler-1310,b,1,1,Transit,2016,0,0.67933627,0.0148,1.44,0.128,2.67,0.00839,M-R relationship,0,2830.91,1883,87.19,,5549,0.88,0.91,-0.192,569.185,1.72822
2080,Kepler-1311 b,Kepler-1311,b,1,3,Transit,2016,0,11.1726994,0.0989,1.24,0.111,2.07,0.00651,M-R relationship,0,296.92,1019,87.64,,5748,1.4,1.05,0.472,866.331,1.12557
2081,Kepler-1311 c,Kepler-1311,c,1,3,Transit,2016,0,2.53573424,0.0368,1.22,0.109,1.98,0.00624,M-R relationship,0,2144.55,1671,89.37,,5748,1.4,1.05,0.472,866.331,1.12557
2082,Kepler-1311 d,Kepler-1311,d,1,3,Transit,2021,0,197.5110016,0.6711,9.658,0.862,67.5,0.212,M-R relationship,0,5.54,391,89.49,,5616,1.67,1.03,0.472,866.331,1.12557
2083,Kepler-1312 b,Kepler-1312,b,1,2,Transit,2016,0,5.44832529,0.0603,2.1,0.187,5.06,0.0159,M-R relationship,0,219.12,978,87.71,,5719,0.92,0.99,-0.099,299.104,3.31466
2084,Kepler-1312 c,Kepler-1312,c,1,2,Transit,2021,0,1.11611998,0.0209,1.027,0.092,1.07,0.00337,M-R relationship,0,1797.63,1659,82.64,,5721,0.91,0.98,-0.099,299.104,3.31466
2085,Kepler-1313 b,Kepler-1313,b,1,1,Transit,2016,0,3.83309118,0.046,1.76,0.157,3.75,0.0118,M-R relationship,0,227.2,1012,83.58,,5453,0.85,0.92,-0.325,174.234,5.7106
2086,Kepler-1314 b,Kepler-1314,b,1,1,Transit,2016,0,5.42474928,0.0504,5.11,0.456,22.9,0.072,M-R relationship,0,36.05,625,89.98,,4188,0.59,0.6,-1.891,141.9868506,7.0429057
2087,Kepler-1315 b,Kepler-1315,b,1,2,Transit,2016,0,0.84338011,0.0163,1.38,0.123,2.48,0.0078,M-R relationship,0,897.9,1541,78.23,,4861,0.75,0.8,-0.628,480.869,2.05104
2088,Kepler-1315 c,Kepler-1315,c,1,2,Transit,2021,0,6.56606007,0.064,1.844,0.165,4.06,0.0128,M-R relationship,0,86.27,777,88.08,,4818,0.86,0.81,-0.628,480.869,2.05104
2089,Kepler-1316 b,Kepler-1316,b,1,1,Transit,2016,0,87.9732136,0.3859,3.54,0.316,12.3,0.0386,M-R relationship,0,10.71,446,89.98,,5884,1.12,1.04,0.253,800.871,1.21994
2090,Kepler-1317 b,Kepler-1317,b,1,1,Transit,2016,0,0.56887443,0.0128,1.56,0.139,3.05,0.00961,M-R relationship,0,2413.26,1796,89.23,,5144,0.79,0.83,-0.414,728.303,1.34457
2091,Kepler-1318 b,Kepler-1318,b,1,1,Transit,2016,0,213.257663,0.6085,3.11,0.277,9.85,0.031,M-R relationship,0,0.49,202,89.99,,4598,0.7,0.73,-0.73,475.248,2.07563
2092,Kepler-1319 b,Kepler-1319,b,2,1,Transit,2016,0,2.88676265,0.0296,1.34,0.12,2.36,0.00742,M-R relationship,0.33,38.45,557,84.91,,3655,0.54,0.56,-1.457,103.917,9.59428
2093,Kepler-132 b,Kepler-132,b,2,4,Transit,2014,0,6.178196,0.067,1.21,0.108,1.92,0.00606,M-R relationship,0,292.35,1082,85.28,,6003,1.18,0.98,0.211,349.549,
2094,Kepler-132 c,Kepler-132,c,2,4,Transit,2014,0,6.414914,0.068,1.28,0.114,2.18,0.00687,M-R relationship,0,278.29,1069,83.44,,6003,1.18,0.98,0.211,349.549,
2095,Kepler-132 d,Kepler-132,d,2,4,Transit,2014,0,18.010199,0.136,1.55,0.138,3.02,0.00951,M-R relationship,0,70.21,758,85.52,,6003,1.18,0.98,0.211,349.549,
2096,Kepler-132 e,Kepler-132,e,2,4,Transit,2016,0,110.2869374,0.4393,1.18,0.105,1.76,0.00553,M-R relationship,0,6.27,414,89.73,,6023,1.1,1.03,0.211,349.549,
2097,Kepler-1320 b,Kepler-1320,b,1,1,Transit,2016,0,0.86838653,0.0163,1.7,0.152,3.53,0.0111,M-R relationship,0,672.11,1389,88.78,,4817,0.74,0.8,-0.729,647.424,1.51664
2098,Kepler-1321 b,Kepler-1321,b,1,3,Transit,2016,0,11.12830484,0.0781,4.92,0.439,21.5,0.0676,M-R relationship,0,13.55,408,88.83,,4094,0.53,0.54,-0.862,769.146,1.27528
2099,Kepler-1321 c,Kepler-1321,c,1,3,Transit,2016,0,2.22649109,0.0267,2.4,0.214,6.35,0.02,M-R relationship,0,115.91,697,89.73,,4094,0.53,0.54,-0.862,769.146,1.27528
2100,Kepler-1321 d,Kepler-1321,d,1,3,Transit,2021,0,5.72092009,0.0501,2.628,0.234,7.41,0.0233,M-R relationship,0,15.84,509,89.41,,3640,0.5,0.51,-0.862,769.146,1.27528
2101,Kepler-1322 b,Kepler-1322,b,1,2,Transit,2016,0,0.96286738,0.0183,1.61,0.144,3.22,0.0101,M-R relationship,0,2651.42,1666,76.66,,5488,0.87,0.9,-0.101,1350.32,0.712904
2102,Kepler-1322 c,Kepler-1322,c,1,2,Transit,2021,0,6.45998001,0.0652,2.155,0.192,5.29,0.0166,M-R relationship,0,144.06,883,86.82,,5704,0.8,0.9,-0.101,1350.32,0.712904
2103,Kepler-1323 b,Kepler-1323,b,1,1,Transit,2016,0,0.92990668,0.0191,1.52,0.136,2.92,0.0092,M-R relationship,0,5067.6,2291,88.59,,6169,1.4,1.18,0.295,465.417,2.11996
2104,Kepler-1324 b,Kepler-1324,b,1,1,Transit,2016,0,4.11584468,0.0466,1.51,0.135,2.89,0.00909,M-R relationship,0,98.41,895,86.52,,4776,0.73,0.78,-0.673,481.667,2.04769
2105,Kepler-1325 b,Kepler-1325,b,1,1,Transit,2016,0,33.8786838,0.2004,2.86,0.255,8.55,0.0269,M-R relationship,0,18.15,564,87.23,,5550,0.91,0.93,-0.136,973.368,0.998791
2106,Kepler-1326 b,Kepler-1326,b,1,1,Transit,2016,0,42.3514267,0.2743,4.18,0.373,16.3,0.0512,M-R relationship,0,47.84,938,88.84,,6725,1.74,1.45,0.523,698.326,1.40429
2107,Kepler-1327 b,Kepler-1327,b,1,1,Transit,2016,0,14.88801098,0.1186,1.8,0.161,3.89,0.0123,M-R relationship,0,112.85,831,86.85,,5885,1.03,1.02,0.036,678.069,1.4459
2108,Kepler-1328 b,Kepler-1328,b,1,1,Transit,2016,0,4.52158888,0.0529,0.98,0.087,0.904,0.00284,M-R relationship,0,545.67,1214,88.82,,5780,0.99,1,0.228,813.543,1.20042
2109,Kepler-1329 b,Kepler-1329,b,1,1,Transit,2016,0,9.33646594,0.0747,2.17,0.194,5.35,0.0168,M-R relationship,0,26.64,577,86.38,,4500,0.69,0.72,-0.771,588.037,1.67244
2110,Kepler-133 b,Kepler-133,b,1,2,Transit,2014,0,8.129976,0.083,1.76,0.157,3.75,0.0118,M-R relationship,0,408.58,1041,86.24,,5736,1.43,1.02,0.41,653.6,1.50292
2111,Kepler-133 c,Kepler-133,c,1,2,Transit,2014,0,31.517586,0.204,2.84,0.253,8.45,0.0266,M-R relationship,0,67.16,663,88.8,,5736,1.43,1.02,0.41,653.6,1.50292
2112,Kepler-1330 b,Kepler-1330,b,1,1,Transit,2016,0,10.10769068,0.0889,1.65,0.147,3.36,0.0106,M-R relationship,0,322.4,879,89.57,,5608,0.94,0.97,0.426,1720.48,0.552647
2113,Kepler-1331 b,Kepler-1331,b,1,1,Transit,2016,0,0.78916165,0.0142,1.05,0.094,1.16,0.00364,M-R relationship,0,547.29,1244,86.5,,4508,0.69,0.72,-0.909,319.197,3.10424
2114,Kepler-1332 b,Kepler-1332,b,1,1,Transit,2016,0,11.87456832,0.0986,1.37,0.122,2.45,0.00771,M-R relationship,0,77.56,728,89.41,,5581,0.9,0.95,-0.137,528.685,1.86266
2115,Kepler-1333 b,Kepler-1333,b,1,1,Transit,2016,0,109.6471842,0.4382,2.81,0.251,8.3,0.0261,M-R relationship,0,3.3,428,89.45,,5628,0.92,0.94,-0.188,932.446,1.04501
2116,Kepler-1334 b,Kepler-1334,b,1,1,Transit,2016,0,15.64591713,0.1229,2.29,0.204,5.86,0.0184,M-R relationship,0,78.36,710,89.94,,5614,0.91,0.94,0.028,1223.04,0.788915
2117,Kepler-1335 b,Kepler-1335,b,1,1,Transit,2016,0,6.26406846,0.0615,1.45,0.129,2.7,0.00849,M-R relationship,0,80.74,809,89.33,,4903,0.74,0.77,-0.555,621.853,1.57956
2118,Kepler-1336 b,Kepler-1336,b,1,2,Transit,2016,0,23.198681,0.1595,1.98,0.177,4.58,0.0144,M-R relationship,0,103.72,793,89,,5512,1.3,0.94,0.421,1126.64,0.859004
2119,Kepler-1336 c,Kepler-1336,c,1,2,Transit,2016,0,5.77721211,0.0631,1.71,0.153,3.57,0.0112,M-R relationship,0,662.71,1260,87,,5512,1.3,0.94,0.421,1126.64,0.859004
2120,Kepler-1337 b,Kepler-1337,b,1,1,Transit,2016,0,24.4002549,0.1441,2.41,0.215,6.39,0.0201,M-R relationship,0,9.18,437,88.3,,4523,0.67,0.7,-0.742,601.629,1.63392
2121,Kepler-1338 b,Kepler-1338,b,1,1,Transit,2016,0,0.93511806,0.0193,0.92,0.082,0.721,0.00227,M-R relationship,0,4712.11,2124,86.81,,5909,1.05,1.04,0.247,753.26,1.29886
2122,Kepler-1339 b,Kepler-1339,b,1,1,Transit,2016,0,1.34155513,0.0234,0.71,0.063,0.285,0.0009,M-R relationship,0,3094.82,1642,87.56,,5586,0.93,0.94,0.188,371.049,2.66794
2123,Kepler-134 b,Kepler-134,b,1,2,Transit,2014,0,5.317429,0.06,2,0.178,4.66,0.0147,M-R relationship,0,301.37,1105,85.86,,5983,1.18,1.06,0.061,334.797,2.95812
2124,Kepler-134 c,Kepler-134,c,1,2,Transit,2014,0,10.105785,0.092,1.26,0.112,2.13,0.00669,M-R relationship,0,128.09,892,87.87,,5983,1.18,1.06,0.061,334.797,2.95812
2125,Kepler-1340 b,Kepler-1340,b,1,1,Transit,2016,0,0.66502692,0.0153,1.55,0.138,3.02,0.00951,M-R relationship,0,4793,2174,80.48,,6331,1.42,1.27,0.087,981.779,0.990413
2126,Kepler-1341 b,Kepler-1341,b,2,1,Transit,2016,0,132.9968322,0.4498,2.99,0.267,9.22,0.029,M-R relationship,0,1.14,241,89.61,,4662,0.72,0.79,-0.638,476.957,2.06794
2127,Kepler-1342 b,Kepler-1342,b,1,1,Transit,2016,0,2.21571036,0.0313,1.66,0.148,3.39,0.0107,M-R relationship,0,559.27,1283,82.3,,5527,0.9,0.93,-0.261,890.724,1.09517
2128,Kepler-1343 b,Kepler-1343,b,1,1,Transit,2016,0,3.35183158,0.0449,1.93,0.172,4.38,0.0138,M-R relationship,0,1021.9,1294,89.6,,5759,0.93,0.95,0.195,1756.71,0.540401
2129,Kepler-1344 b,Kepler-1344,b,1,1,Transit,2016,0,4.7683049,0.0568,1.84,0.164,4.04,0.0127,M-R relationship,0,425.17,1219,89.03,,5981,1.13,1.09,0.146,853.959,1.14228
2130,Kepler-1345 b,Kepler-1345,b,1,1,Transit,2016,0,44.6169557,0.2638,2.36,0.211,6.17,0.0194,M-R relationship,0,68.47,693,88.99,,6449,1.55,1.32,0.693,1355.02,0.709146
2131,Kepler-1346 b,Kepler-1346,b,1,1,Transit,2016,0,3.40165668,0.044,1.58,0.141,3.12,0.00982,M-R relationship,0,545.58,1236,81.42,,6133,1.21,1.14,-0.008,843.701,1.15658
2132,Kepler-1347 b,Kepler-1347,b,1,1,Transit,2016,0,14.00947528,0.104,1.03,0.092,1.08,0.0034,M-R relationship,0,34.32,617,89.5,,5193,0.79,0.82,-0.388,321,
2133,Kepler-1348 b,Kepler-1348,b,1,1,Transit,2016,0,27.5722742,0.1834,1.94,0.173,4.42,0.0139,M-R relationship,0,49.66,636,89.05,,5911,1.04,1.04,0.204,1213.82,0.795085
2134,Kepler-1349 b,Kepler-1349,b,1,1,Transit,2016,0,2.12823928,0.0341,0.7,0.062,0.271,0.00085,M-R relationship,0,1862.33,1668,88.92,,6086,1.28,1.16,0.343,276.323,3.59023
2135,Kepler-135 b,Kepler-135,b,1,2,Transit,2014,0,6.00253,0.067,1.81,0.161,3.93,0.0124,M-R relationship,0,496.68,1209,79.39,,6090,1.27,1.25,0.448,621.855,1.5798
2136,Kepler-135 c,Kepler-135,c,1,2,Transit,2014,0,11.448708,0.103,1.16,0.103,1.65,0.00521,M-R relationship,0,209.97,975,85.42,,6090,1.27,1.25,0.448,621.855,1.5798
2137,Kepler-1350 b,Kepler-1350,b,1,2,Transit,2016,0,4.4968604,0.0413,2.52,0.225,6.9,0.0217,M-R relationship,0,27.18,535,89.95,,3827,0.53,0.55,-1.283,340.691,2.90756
2138,Kepler-1350 c,Kepler-1350,c,1,2,Transit,2016,0,1.76678906,0.0222,1.73,0.154,3.64,0.0115,M-R relationship,0,94.05,730,89.64,,3827,0.53,0.55,-1.283,340.691,2.90756
2139,Kepler-1351 b,Kepler-1351,b,1,1,Transit,2016,0,0.91614077,0.0156,0.65,0.058,0.208,0.00065,M-R relationship,0,421.96,1212,87.78,,4439,0.67,0.7,-0.983,202.782,4.90251
2140,Kepler-1352 b,Kepler-1352,b,1,1,Transit,2016,0,1.87788275,0.03,0.89,0.079,0.64,0.00201,M-R relationship,0,1892.59,1701,87.58,,6118,1.16,1.11,0.263,670.829,1.46181
2141,Kepler-1353 b,Kepler-1353,b,1,1,Transit,2016,0,24.7543966,0.153,1.8,0.161,3.89,0.0123,M-R relationship,0,10.77,491,89.01,,4776,0.72,0.76,-0.615,593.384,1.65711
2142,Kepler-1354 b,Kepler-1354,b,1,1,Transit,2016,0,76.613377,0.3521,2.97,0.265,9.11,0.0287,M-R relationship,0,18.86,466,88.5,,6168,1.24,1.16,0.302,1119.45,0.864732
2143,Kepler-1355 b,Kepler-1355,b,1,1,Transit,2016,0,1.28958811,0.0224,1.46,0.13,2.73,0.00859,M-R relationship,0,944.87,1448,86.63,,5352,0.83,0.88,-0.329,911.269,1.06907
2144,Kepler-1356 b,Kepler-1356,b,1,1,Transit,2016,0,0.63400294,0.0136,1.53,0.136,2.96,0.0093,M-R relationship,0,1966.06,1714,85.82,,5106,0.78,0.82,-0.486,845.228,1.15512
2145,Kepler-1357 b,Kepler-1357,b,1,1,Transit,2016,0,3.0091324,0.041,1.28,0.114,2.18,0.00687,M-R relationship,0,449.98,1177,89.95,,5597,0.9,0.93,-0.146,1015.69,0.95603
2146,Kepler-1358 b,Kepler-1358,b,1,1,Transit,2016,0,7.06317341,0.0656,1.12,0.1,1.46,0.00459,M-R relationship,0,98.83,827,88.31,,5181,0.79,0.82,-0.413,546.998,1.79947
2147,Kepler-1359 b,Kepler-1359,b,1,1,Transit,2016,0,59.4970952,0.2769,2.83,0.252,8.4,0.0264,M-R relationship,0,2.45,369,89.71,,4709,0.72,0.78,-0.717,614.859,1.59854
2148,Kepler-136 b,Kepler-136,b,2,2,Transit,2014,0,11.5789,0.106,2.05,0.183,19.8,0.062,Mass,0,257.98,951,89.33,,6165,1.35,1.2,0.467,420.818,2.34776
2149,Kepler-136 c,Kepler-136,c,2,2,Transit,2014,0,16.399235,0.133,1.99,0.178,4.62,0.0145,M-R relationship,0,162.04,847,89.82,,6165,1.35,1.2,0.467,420.818,2.34776
2150,Kepler-1360 b,Kepler-1360,b,1,1,Transit,2016,0,40.5286413,0.2866,3.4,0.303,11.5,0.0361,M-R relationship,0,82.56,933,89.34,,6778,1.83,1.51,0.923,1516.27,0.630932
2151,Kepler-1361 b,Kepler-1361,b,1,1,Transit,2016,0,3.57554956,0.0431,0.86,0.077,0.566,0.00178,M-R relationship,0,186.07,1061,87.45,,5131,0.79,0.83,-0.437,389.143,2.54086
2152,Kepler-1362 b,Kepler-1362,b,1,1,Transit,2016,0,136.205626,0.4626,2.6,0.232,7.27,0.0229,M-R relationship,0,1.01,248,89.83,,4857,0.74,0.8,-0.601,731.298,1.33936
2153,Kepler-1363 b,Kepler-1363,b,1,1,Transit,2016,0,2.94194094,0.0363,1.25,0.112,2.1,0.0066,M-R relationship,0,191.92,988,89.85,,4839,0.72,0.76,-0.626,541.714,1.8174
2154,Kepler-1364 b,Kepler-1364,b,1,1,Transit,2016,0,13.32196237,0.1284,2.15,0.192,5.27,0.0166,M-R relationship,0,672.06,1299,85.72,,6805,1.79,1.49,0.792,1056.9,
2155,Kepler-1365 b,Kepler-1365,b,1,2,Transit,2016,0,7.69993485,0.075,0.92,0.082,0.721,0.00227,M-R relationship,0,456.25,969,89.92,,5770,1.05,1,0.425,840.128,1.16159
2156,Kepler-1365 c,Kepler-1365,c,1,2,Transit,2016,0,4.77468005,0.0545,0.8,0.071,0.437,0.00137,M-R relationship,0,864.04,1137,89.82,,5770,1.05,1,0.425,840.128,1.16159
2157,Kepler-1366 b,Kepler-1366,b,1,1,Transit,2016,0,2.16457097,0.0273,1.43,0.128,2.63,0.00829,M-R relationship,0,134.98,783,88.44,,4070,0.6,0.62,-0.996,465.826,2.11896
2158,Kepler-1367 b,Kepler-1367,b,1,1,Transit,2016,0,1.57409027,0.0236,0.92,0.082,0.721,0.00227,M-R relationship,0,225.23,998,89.48,,4106,0.6,0.62,-0.905,401.484,2.46234
2159,Kepler-1368 b,Kepler-1368,b,1,1,Transit,2016,0,0.67564949,0.0153,1.65,0.147,3.36,0.0106,M-R relationship,0,4849.26,2085,89.41,,5906,1.08,1.07,0.051,1635.82,0.586022
2160,Kepler-1369 b,Kepler-1369,b,1,1,Transit,2016,0,25.873148,0.1741,2.69,0.24,7.7,0.0242,M-R relationship,0,37.16,667,89.71,,5761,0.99,0.99,-0.01,1236.56,0.7802
2161,Kepler-137 b,Kepler-137,b,1,2,Transit,2014,0,8.436387,0.077,1.47,0.131,2.76,0.00869,M-R relationship,0,86.33,742,88.33,,5187,0.8,0.91,-0.292,302.979,3.27176
2162,Kepler-137 c,Kepler-137,c,1,2,Transit,2014,0,18.735753,0.13,1.88,0.168,4.19,0.0132,M-R relationship,0,29.77,568,88.55,,5187,0.8,0.91,-0.292,302.979,3.27176
2163,Kepler-1370 b,Kepler-1370,b,1,2,Transit,2016,0,20.2641684,0.1495,1.84,0.164,4.04,0.0127,M-R relationship,0,132.59,770,86.42,,6202,1.29,1.19,0.458,1004.1,0.967127
2164,Kepler-1370 c,Kepler-1370,c,1,2,Transit,2016,0,7.44142113,0.0767,1.27,0.113,2.15,0.00678,M-R relationship,0,503.72,1075,82.53,,6202,1.29,1.19,0.458,1004.1,0.967127
2165,Kepler-1371 b,Kepler-1371,b,1,2,Transit,2016,0,3.4462039,0.0393,0.73,0.065,0.315,0.00099,M-R relationship,0,414.76,1015,85.56,,5361,0.83,0.87,-0.198,515.334,1.91179
2166,Kepler-1371 c,Kepler-1371,c,1,2,Transit,2016,0,2.00541269,0.0274,0.64,0.057,0.196,0.00062,M-R relationship,0,853.27,1216,77.66,,5361,0.83,0.87,-0.198,515.334,1.91179
2167,Kepler-1372 b,Kepler-1372,b,1,1,Transit,2016,0,1.31155557,0.024,1.27,0.113,2.15,0.00678,M-R relationship,0,2176.36,1655,87.6,,5677,0.97,0.98,0.012,1303.22,0.738946
2168,Kepler-1373 b,Kepler-1373,b,1,1,Transit,2016,0,1.29123275,0.0242,1.16,0.103,1.65,0.00521,M-R relationship,0,10436.6,1887,87.84,,6299,1.33,1.22,0.774,1699.46,0.559563
2169,Kepler-1374 b,Kepler-1374,b,1,1,Transit,2016,0,10.65276707,0.0918,2.29,0.204,5.86,0.0184,M-R relationship,0,59.79,737,89.91,,5323,0.81,0.85,-0.368,1078.46,0.899368
2170,Kepler-1375 b,Kepler-1375,b,1,1,Transit,2016,0,3.3004192,0.0471,1.74,0.155,3.68,0.0116,M-R relationship,0,2948.36,1543,89.92,,6704,1.78,1.47,0.822,1430.84,0.670294
2171,Kepler-1376 b,Kepler-1376,b,1,1,Transit,2016,0,5.30880656,0.0598,1.05,0.094,1.16,0.00364,M-R relationship,0,278.9,1042,89.26,,5659,0.97,0.98,-0.071,868.056,1.12332
2172,Kepler-1377 b,Kepler-1377,b,1,1,Transit,2016,0,0.74092842,0.0153,1.25,0.112,2.1,0.0066,M-R relationship,0,2909.21,1873,87.91,,5218,0.82,0.86,-0.293,1146.1,0.844673
2173,Kepler-1378 b,Kepler-1378,b,1,1,Transit,2016,0,11.95398936,0.0885,2.2,0.196,5.48,0.0172,M-R relationship,0,14.87,525,88.26,,4407,0.67,0.7,-0.903,506.434,1.94764
2174,Kepler-1379 b,Kepler-1379,b,1,1,Transit,2016,0,0.88184115,0.0171,1.3,0.116,2.24,0.00705,M-R relationship,0,1600.05,1564,84.47,,5188,0.79,0.83,-0.403,971.325,1.00331
2175,Kepler-138 b,Kepler-138,b,1,3,Transit,2014,0,10.3126,0.076,0.522,0.047,0.066,0.00021,Mass,0.006,6.81,443,88.45,M1 V,3841,0.44,0.52,-1.222,66.8624,14.9272
2176,Kepler-138 c,Kepler-138,c,1,3,Transit,2014,0,13.7813,0.0906,1.197,0.107,1.97,0.0062,Mass,0.011,4.63,402,88.81,M1 V,3841,0.44,0.52,-1.222,66.8624,14.9272
2177,Kepler-138 d,Kepler-138,d,1,3,Transit,2014,0,23.0881,0.12781,1.212,0.108,0.64,0.00201,Mass,0.027,2.32,338,88.952,M1 V,3841,0.44,0.52,-1.222,66.8624,14.9272
2178,Kepler-1380 b,Kepler-1380,b,1,1,Transit,2016,0,10.3108245,0.0917,1.43,0.128,2.63,0.00829,M-R relationship,0,90.1,786,89.47,,5570,0.94,0.96,0.473,2462.94,0.375361
2179,Kepler-1381 b,Kepler-1381,b,1,1,Transit,2016,0,25.3842686,0.1728,2.25,0.201,5.69,0.0179,M-R relationship,0,29.7,649,89.74,,5747,0.94,0.96,-0.117,1197.04,0.806839
2180,Kepler-1382 b,Kepler-1382,b,1,1,Transit,2016,0,16.3583055,0.1404,1.88,0.168,4.19,0.0132,M-R relationship,0,198.47,959,81.83,,6161,1.72,1.36,0.572,738.261,1.32903
2181,Kepler-1383 b,Kepler-1383,b,1,1,Transit,2016,0,13.9093583,0.1179,1.41,0.126,2.57,0.00809,M-R relationship,0,231.4,928,89.52,,6370,1.44,1.26,0.568,1027.21,0.945245
2182,Kepler-1384 b,Kepler-1384,b,1,1,Transit,2016,0,15.36262753,0.1126,1.94,0.173,4.42,0.0139,M-R relationship,0,32.23,608,89.54,,4919,0.74,0.78,-0.539,618,
2183,Kepler-1385 b,Kepler-1385,b,1,1,Transit,2016,0,2.88879862,0.0415,0.85,0.076,0.543,0.00171,M-R relationship,0,1591.48,1423,88.09,,5732,1.29,1.15,0.45,688.795,1.42367
2184,Kepler-1386 b,Kepler-1386,b,1,1,Transit,2016,0,6.73972381,0.068,1.24,0.111,2.07,0.00651,M-R relationship,0,196.53,1011,85.98,,5733,1.03,1.02,0.009,835.882,1.16761
2185,Kepler-1387 b,Kepler-1387,b,1,1,Transit,2016,0,2.27952666,0.031,0.93,0.083,0.749,0.00236,M-R relationship,0,300.31,1123,89.83,,5046,0.77,0.82,-0.56,455.358,2.16738
2186,Kepler-1388 b,Kepler-1388,b,1,4,Transit,2016,0,12.2854603,0.0882,2.59,0.231,7.22,0.0227,M-R relationship,0,17.67,434,89.46,,4098,0.61,0.63,-1.107,453.795,2.17549
